2018-11-21 11:37:51.276 [restartedMain] INFO  com.wcw.contacts.ContactsApplication - Starting ContactsApplication on Wangchengwu with PID 13252 (D:\Users\djCTM\IdeaProjects\contacts\target\classes started by 点觉CTM in D:\Users\djCTM\IdeaProjects\contacts)
2018-11-21 11:38:02.135 [http-nio-8888-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2018-11-21 11:38:02.141 [http-nio-8888-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 6 ms
2018-11-21 11:38:02.425 [http-nio-8888-exec-2] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2018-11-21 11:38:02.555 [http-nio-8888-exec-2] INFO  com.wcw.contacts.controller.ContactController - 更新联系人Success
2018-11-21 11:54:46.854 [main] INFO  com.wcw.contacts.ContactControllerTest - Starting ContactControllerTest on Wangchengwu with PID 14956 (started by 点觉CTM in D:\Users\djCTM\IdeaProjects\contacts)
2018-11-21 11:54:46.855 [main] INFO  com.wcw.contacts.ContactControllerTest - No active profile set, falling back to default profiles: default
2018-11-21 11:54:47.321 [main] WARN  org.mybatis.spring.mapper.ClassPathMapperScanner - No MyBatis mapper was found in '[com.dataService.mappers.*]' package. Please check your configuration.
2018-11-21 11:54:48.004 [main] INFO  com.wcw.contacts.MyBatisConfiguration - load SpringBootVFS
2018-11-21 11:54:48.764 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2018-11-21 11:54:49.333 [main] INFO  o.s.b.test.mock.web.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2018-11-21 11:54:49.334 [main] INFO  o.s.test.web.servlet.TestDispatcherServlet - Initializing Servlet ''
2018-11-21 11:54:49.351 [main] INFO  o.s.test.web.servlet.TestDispatcherServlet - Completed initialization in 17 ms
2018-11-21 11:54:49.379 [main] INFO  com.wcw.contacts.ContactControllerTest - Started ContactControllerTest in 3.264 seconds (JVM running for 4.529)
2018-11-21 11:54:49.851 [main] INFO  o.s.b.test.mock.web.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2018-11-21 11:54:49.851 [main] INFO  o.s.test.web.servlet.TestDispatcherServlet - Initializing Servlet ''
2018-11-21 11:54:49.853 [main] INFO  o.s.test.web.servlet.TestDispatcherServlet - Completed initialization in 2 ms
2018-11-21 11:54:49.951 [Thread-4] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2018-11-21 11:58:39.845 [main] INFO  com.wcw.contacts.ContactControllerTest - Starting ContactControllerTest on Wangchengwu with PID 13508 (started by 点觉CTM in D:\Users\djCTM\IdeaProjects\contacts)
2018-11-21 11:58:39.846 [main] INFO  com.wcw.contacts.ContactControllerTest - No active profile set, falling back to default profiles: default
2018-11-21 11:58:40.394 [main] WARN  org.mybatis.spring.mapper.ClassPathMapperScanner - No MyBatis mapper was found in '[com.dataService.mappers.*]' package. Please check your configuration.
2018-11-21 11:58:41.061 [main] INFO  com.wcw.contacts.MyBatisConfiguration - load SpringBootVFS
2018-11-21 11:58:41.769 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2018-11-21 11:58:42.283 [main] INFO  o.s.b.test.mock.web.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2018-11-21 11:58:42.284 [main] INFO  o.s.test.web.servlet.TestDispatcherServlet - Initializing Servlet ''
2018-11-21 11:58:42.297 [main] INFO  o.s.test.web.servlet.TestDispatcherServlet - Completed initialization in 12 ms
2018-11-21 11:58:42.326 [main] INFO  com.wcw.contacts.ContactControllerTest - Started ContactControllerTest in 3.051 seconds (JVM running for 4.389)
2018-11-21 11:58:42.498 [main] INFO  o.s.b.test.mock.web.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2018-11-21 11:58:42.498 [main] INFO  o.s.test.web.servlet.TestDispatcherServlet - Initializing Servlet ''
2018-11-21 11:58:42.500 [main] INFO  o.s.test.web.servlet.TestDispatcherServlet - Completed initialization in 2 ms
2018-11-21 11:58:42.777 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2018-11-21 11:58:43.054 [Thread-4] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2018-11-21 11:58:43.058 [Thread-4] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2018-11-21 11:59:20.645 [main] INFO  com.wcw.contacts.ContactControllerTest - Starting ContactControllerTest on Wangchengwu with PID 7988 (started by 点觉CTM in D:\Users\djCTM\IdeaProjects\contacts)
2018-11-21 11:59:20.647 [main] INFO  com.wcw.contacts.ContactControllerTest - No active profile set, falling back to default profiles: default
2018-11-21 11:59:21.287 [main] WARN  org.mybatis.spring.mapper.ClassPathMapperScanner - No MyBatis mapper was found in '[com.dataService.mappers.*]' package. Please check your configuration.
2018-11-21 11:59:21.980 [main] INFO  com.wcw.contacts.MyBatisConfiguration - load SpringBootVFS
2018-11-21 11:59:22.747 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2018-11-21 11:59:23.270 [main] INFO  o.s.b.test.mock.web.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2018-11-21 11:59:23.271 [main] INFO  o.s.test.web.servlet.TestDispatcherServlet - Initializing Servlet ''
2018-11-21 11:59:23.284 [main] INFO  o.s.test.web.servlet.TestDispatcherServlet - Completed initialization in 13 ms
2018-11-21 11:59:23.312 [main] INFO  com.wcw.contacts.ContactControllerTest - Started ContactControllerTest in 3.329 seconds (JVM running for 4.452)
2018-11-21 11:59:23.482 [main] INFO  o.s.b.test.mock.web.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2018-11-21 11:59:23.482 [main] INFO  o.s.test.web.servlet.TestDispatcherServlet - Initializing Servlet ''
2018-11-21 11:59:23.487 [main] INFO  o.s.test.web.servlet.TestDispatcherServlet - Completed initialization in 3 ms
2018-11-21 11:59:35.872 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2018-11-21 12:00:42.202 [Thread-4] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2018-11-21 12:00:42.207 [Thread-4] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2018-11-21 12:37:30.487 [main] INFO  com.wcw.contacts.ContactControllerTest - Starting ContactControllerTest on Wangchengwu with PID 2792 (started by 点觉CTM in D:\Users\djCTM\IdeaProjects\contacts)
2018-11-21 12:37:30.489 [main] INFO  com.wcw.contacts.ContactControllerTest - No active profile set, falling back to default profiles: default
2018-11-21 12:37:31.028 [main] WARN  org.mybatis.spring.mapper.ClassPathMapperScanner - No MyBatis mapper was found in '[com.dataService.mappers.*]' package. Please check your configuration.
2018-11-21 12:37:31.736 [main] INFO  com.wcw.contacts.MyBatisConfiguration - load SpringBootVFS
2018-11-21 12:37:32.515 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2018-11-21 12:37:33.015 [main] INFO  o.s.b.test.mock.web.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2018-11-21 12:37:33.016 [main] INFO  o.s.test.web.servlet.TestDispatcherServlet - Initializing Servlet ''
2018-11-21 12:37:33.029 [main] INFO  o.s.test.web.servlet.TestDispatcherServlet - Completed initialization in 13 ms
2018-11-21 12:37:33.059 [main] INFO  com.wcw.contacts.ContactControllerTest - Started ContactControllerTest in 3.246 seconds (JVM running for 4.468)
2018-11-21 12:37:33.246 [main] INFO  o.s.b.test.mock.web.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2018-11-21 12:37:33.247 [main] INFO  o.s.test.web.servlet.TestDispatcherServlet - Initializing Servlet ''
2018-11-21 12:37:33.248 [main] INFO  o.s.test.web.servlet.TestDispatcherServlet - Completed initialization in 1 ms
2018-11-21 12:37:42.308 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2018-11-21 12:42:48.350 [Thread-4] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2018-11-21 12:42:48.356 [Thread-4] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2018-11-21 12:43:22.417 [main] INFO  com.wcw.contacts.ContactControllerTest - Starting ContactControllerTest on Wangchengwu with PID 16344 (started by 点觉CTM in D:\Users\djCTM\IdeaProjects\contacts)
2018-11-21 12:43:22.420 [main] INFO  com.wcw.contacts.ContactControllerTest - No active profile set, falling back to default profiles: default
2018-11-21 12:43:23.009 [main] WARN  org.mybatis.spring.mapper.ClassPathMapperScanner - No MyBatis mapper was found in '[com.dataService.mappers.*]' package. Please check your configuration.
2018-11-21 12:43:23.671 [main] INFO  com.wcw.contacts.MyBatisConfiguration - load SpringBootVFS
2018-11-21 12:43:24.396 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2018-11-21 12:43:24.922 [main] INFO  o.s.b.test.mock.web.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2018-11-21 12:43:24.923 [main] INFO  o.s.test.web.servlet.TestDispatcherServlet - Initializing Servlet ''
2018-11-21 12:43:24.936 [main] INFO  o.s.test.web.servlet.TestDispatcherServlet - Completed initialization in 13 ms
2018-11-21 12:43:24.965 [main] INFO  com.wcw.contacts.ContactControllerTest - Started ContactControllerTest in 3.242 seconds (JVM running for 4.313)
2018-11-21 12:43:25.126 [main] INFO  o.s.b.test.mock.web.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2018-11-21 12:43:25.126 [main] INFO  o.s.test.web.servlet.TestDispatcherServlet - Initializing Servlet ''
2018-11-21 12:43:25.128 [main] INFO  o.s.test.web.servlet.TestDispatcherServlet - Completed initialization in 2 ms
2018-11-21 12:43:32.194 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2018-11-21 12:44:39.469 [Thread-4] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2018-11-21 12:44:39.474 [Thread-4] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
